alg,num_kmers,time,k,omega
rappas,98,419,9,1.5
bb,60,13,9,1.5
dc,60,44,9,1.5
rappas,60,415,9,1.5
bb,314,66,9,1.5
dc,314,46,9,1.5
rappas,314,424,9,1.5
bb,838,150,9,1.5
dc,838,63,9,1.5
rappas,838,436,9,1.5
bb,612,100,9,1.5
dc,612,62,9,1.5
rappas,612,416,9,1.5
bb,386,84,9,1.5
dc,386,50,9,1.5
rappas,386,468,9,1.5
bb,1024,143,9,1.5
dc,1024,68,9,1.5
rappas,1024,423,9,1.5
bb,575,110,9,1.5
dc,575,60,9,1.5
rappas,575,444,9,1.5
bb,839,185,9,1.5
dc,839,63,9,1.5
rappas,839,462,9,1.5
bb,315,86,9,1.5
dc,315,57,9,1.5
rappas,315,424,9,1.5
bb,0,0,9,1.5
dc,0,50,9,1.5
rappas,0,443,9,1.5
bb,656,111,9,1.5
dc,656,59,9,1.5
rappas,656,445,9,1.5
bb,0,0,9,1.5
dc,0,67,9,1.5
rappas,0,434,9,1.5
bb,0,0,9,1.5
dc,0,32,9,1.5
rappas,0,467,9,1.5
bb,597,143,9,1.5
dc,597,55,9,1.5
rappas,597,436,9,1.5
bb,0,0,9,1.5
dc,0,51,9,1.5
rappas,0,428,9,1.5
bb,1105,145,9,1.5
dc,1105,62,9,1.5
rappas,1105,420,9,1.5
bb,162,85,9,1.5
dc,162,41,9,1.5
rappas,162,459,9,1.5
bb,420,74,9,1.5
dc,420,46,9,1.5
rappas,420,446,9,1.5
bb,97,23,9,1.5
dc,97,53,9,1.5
rappas,97,456,9,1.5
bb,293,49,9,1.5
dc,293,52,9,1.5
rappas,293,406,9,1.5
bb,1,1,9,1.5
dc,1,42,9,1.5
rappas,1,406,9,1.5
bb,49,16,9,1.5
dc,49,31,9,1.5
rappas,49,499,9,1.5
bb,0,0,9,1.5
dc,0,42,9,1.5
rappas,0,415,9,1.5
bb,422,70,9,1.5
dc,422,48,9,1.5
rappas,422,459,9,1.5
bb,87,29,9,1.5
dc,87,55,9,1.5
rappas,87,447,9,1.5
bb,440,100,9,1.5
dc,440,55,9,1.5
rappas,440,826,9,1.5
bb,3,2,9,1.5
dc,3,51,9,1.5
rappas,3,430,9,1.5
bb,515,120,9,1.5
dc,515,52,9,1.5
rappas,515,455,9,1.5
bb,87,12,9,1.5
dc,87,50,9,1.5
rappas,87,474,9,1.5
bb,10,8,9,1.5
dc,10,48,9,1.5
rappas,10,421,9,1.5
bb,6,3,9,1.5
dc,6,33,9,1.5
rappas,6,423,9,1.5
bb,732,110,9,1.5
dc,732,65,9,1.5
rappas,732,413,9,1.5
bb,465,144,9,1.5
dc,465,57,9,1.5
rappas,465,424,9,1.5
bb,435,113,9,1.5
dc,435,47,9,1.5
rappas,435,451,9,1.5
bb,224,41,9,1.5
dc,224,45,9,1.5
rappas,224,450,9,1.5
bb,8,1,9,1.5
dc,8,42,9,1.5
rappas,8,886,9,1.5
bb,98,20,9,1.5
dc,98,48,9,1.5
rappas,98,412,9,1.5
bb,150,43,9,1.5
dc,150,37,9,1.5
rappas,150,443,9,1.5
bb,749,115,9,1.5
dc,749,66,9,1.5
rappas,749,454,9,1.5
bb,233,74,9,1.5
dc,233,44,9,1.5
rappas,233,422,9,1.5
bb,68,22,9,1.5
dc,68,39,9,1.5
rappas,68,510,9,1.5
bb,259,50,9,1.5
dc,259,47,9,1.5
rappas,259,751,9,1.5
bb,54,14,9,1.5
dc,54,48,9,1.5
rappas,54,487,9,1.5
bb,1210,168,9,1.5
dc,1210,79,9,1.5
rappas,1210,717,9,1.5
bb,0,1,9,1.5
dc,0,81,9,1.5
rappas,0,524,9,1.5
bb,496,106,9,1.5
dc,496,71,9,1.5
rappas,496,492,9,1.5
bb,761,129,9,1.5
dc,761,71,9,1.5
rappas,761,427,9,1.5
bb,679,118,9,1.5
dc,679,59,9,1.5
rappas,679,425,9,1.5
bb,14,4,9,1.5
dc,14,59,9,1.5
rappas,14,401,9,1.5
bb,604,115,9,1.5
dc,604,51,9,1.5
rappas,604,843,9,1.5
bb,111,25,9,1.5
dc,111,57,9,1.5
rappas,111,422,9,1.5
bb,317,50,9,1.5
dc,317,47,9,1.5
rappas,317,492,9,1.5
bb,18,7,9,1.5
dc,18,55,9,1.5
rappas,18,741,9,1.5
bb,800,221,9,1.5
dc,800,99,9,1.5
rappas,800,517,9,1.5
bb,22,21,9,1.5
dc,22,71,9,1.5
rappas,22,470,9,1.5
bb,922,131,9,1.5
dc,922,82,9,1.5
rappas,922,448,9,1.5
bb,431,116,9,1.5
dc,431,51,9,1.5
rappas,431,473,9,1.5
bb,673,126,9,1.5
dc,673,56,9,1.5
rappas,673,470,9,1.5
bb,733,134,9,1.5
dc,733,54,9,1.5
rappas,733,481,9,1.5
bb,131,52,9,1.5
dc,131,130,9,1.5
rappas,131,524,9,1.5
bb,100,25,9,1.5
dc,100,45,9,1.5
rappas,100,491,9,1.5
bb,141,36,9,1.5
dc,141,33,9,1.5
rappas,141,523,9,1.5
bb,130,30,9,1.5
dc,130,58,9,1.5
rappas,130,424,9,1.5
bb,75,18,9,1.5
dc,75,44,9,1.5
rappas,75,445,9,1.5
bb,956,163,9,1.5
dc,956,76,9,1.5
rappas,956,465,9,1.5
bb,40,14,9,1.5
dc,40,69,9,1.5
rappas,40,466,9,1.5
bb,164,43,9,1.5
dc,164,47,9,1.5
rappas,164,457,9,1.5
bb,65,18,9,1.5
dc,65,51,9,1.5
rappas,65,918,9,1.5
bb,0,4,9,1.5
dc,0,49,9,1.5
rappas,0,412,9,1.5
bb,136,29,9,1.5
dc,136,42,9,1.5
rappas,136,466,9,1.5
bb,6,3,9,1.5
dc,6,80,9,1.5
rappas,6,431,9,1.5
bb,649,76,9,1.5
dc,649,87,9,1.5
rappas,649,396,9,1.5
bb,802,141,9,1.5
dc,802,65,9,1.5
rappas,802,495,9,1.5
bb,998,270,9,1.5
dc,998,57,9,1.5
rappas,998,675,9,1.5
bb,205,66,9,1.5
dc,205,48,9,1.5
rappas,205,517,9,1.5
bb,309,128,9,1.5
dc,309,61,9,1.5
rappas,309,1232,9,1.5
bb,0,2,9,1.5
dc,0,73,9,1.5
rappas,0,658,9,1.5
bb,93,50,9,1.5
dc,93,58,9,1.5
rappas,93,707,9,1.5
bb,85,30,9,1.5
dc,85,76,9,1.5
rappas,85,739,9,1.5
bb,240,67,9,1.5
dc,240,78,9,1.5
rappas,240,782,9,1.5
bb,372,85,9,1.5
dc,372,63,9,1.5
rappas,372,414,9,1.5
bb,28,8,9,1.5
dc,28,48,9,1.5
rappas,28,843,9,1.5
bb,3,2,9,1.5
dc,3,41,9,1.5
rappas,3,676,9,1.5
bb,117,50,9,1.5
dc,117,67,9,1.5
rappas,117,668,9,1.5
bb,270,105,9,1.5
dc,270,87,9,1.5
rappas,270,963,9,1.5
bb,398,65,9,1.5
dc,398,66,9,1.5
rappas,398,531,9,1.5
bb,0,1,9,1.5
dc,0,53,9,1.5
rappas,0,426,9,1.5
bb,743,94,9,1.5
dc,743,58,9,1.5
rappas,743,469,9,1.5
bb,257,77,9,1.5
dc,257,51,9,1.5
rappas,257,455,9,1.5
bb,359,61,9,1.5
dc,359,52,9,1.5
rappas,359,442,9,1.5
bb,702,135,9,1.5
dc,702,56,9,1.5
rappas,702,448,9,1.5
bb,0,0,9,1.5
dc,0,65,9,1.5
rappas,0,439,9,1.5
bb,157,47,9,1.5
dc,157,42,9,1.5
rappas,157,447,9,1.5
bb,66,17,9,1.5
dc,66,40,9,1.5
rappas,66,590,9,1.5
bb,9,3,9,1.5
dc,9,47,9,1.5
rappas,9,427,9,1.5
bb,337,76,9,1.5
dc,337,57,9,1.5
rappas,337,425,9,1.5
bb,73,17,9,1.5
dc,73,52,9,1.5
rappas,73,703,9,1.5
bb,715,135,9,1.5
dc,715,80,9,1.5
rappas,715,499,9,1.5
bb,0,0,9,1.5
dc,0,66,9,1.5
rappas,0,437,9,1.5
bb,374,94,9,1.5
dc,374,51,9,1.5
rappas,374,437,9,1.5
bb,937,205,9,1.5
dc,937,60,9,1.5
rappas,937,458,9,1.5
bb,282,86,9,1.5
dc,282,55,9,1.5
rappas,282,434,9,1.5
bb,427,74,9,1.5
dc,427,57,9,1.5
rappas,427,430,9,1.5
bb,218,50,9,1.5
dc,218,33,9,1.5
rappas,218,478,9,1.5
bb,118,29,9,1.5
dc,118,44,9,1.5
rappas,118,438,9,1.5
bb,82,23,9,1.5
dc,82,49,9,1.5
rappas,82,417,9,1.5
bb,10,3,9,1.5
dc,10,38,9,1.5
rappas,10,435,9,1.5
bb,73,19,9,1.5
dc,73,37,9,1.5
rappas,73,475,9,1.5
bb,229,62,9,1.5
dc,229,45,9,1.5
rappas,229,446,9,1.5
bb,167,45,9,1.5
dc,167,38,9,1.5
rappas,167,467,9,1.5
bb,0,0,9,1.5
dc,0,31,9,1.5
rappas,0,462,9,1.5
bb,19,6,9,1.5
dc,19,35,9,1.5
rappas,19,435,9,1.5
bb,223,49,9,1.5
dc,223,43,9,1.5
rappas,223,455,9,1.5
bb,369,65,9,1.5
dc,369,53,9,1.5
rappas,369,440,9,1.5
bb,565,82,9,1.5
dc,565,54,9,1.5
rappas,565,458,9,1.5
bb,342,76,9,1.5
dc,342,46,9,1.5
rappas,342,461,9,1.5
bb,248,62,9,1.5
dc,248,51,9,1.5
rappas,248,543,9,1.5
bb,0,2,9,1.5
dc,0,47,9,1.5
rappas,0,406,9,1.5
bb,188,28,9,1.5
dc,188,38,9,1.5
rappas,188,805,9,1.5
bb,0,1,9,1.5
dc,0,49,9,1.5
rappas,0,411,9,1.5
bb,6,2,9,1.5
dc,6,34,9,1.5
rappas,6,420,9,1.5
bb,861,162,9,1.5
dc,861,66,9,1.5
rappas,861,474,9,1.5
bb,0,0,9,1.5
dc,0,64,9,1.5
rappas,0,403,9,1.5
bb,29,12,9,1.5
dc,29,35,9,1.5
rappas,29,454,9,1.5
bb,299,53,9,1.5
dc,299,48,9,1.5
rappas,299,443,9,1.5
bb,866,123,9,1.5
dc,866,63,9,1.5
rappas,866,417,9,1.5
bb,123,20,9,1.5
dc,123,62,9,1.5
rappas,123,444,9,1.5
bb,693,103,9,1.5
dc,693,55,9,1.5
rappas,693,445,9,1.5
bb,152,61,9,1.5
dc,152,29,9,1.5
rappas,152,771,9,1.5
bb,715,77,9,1.5
dc,715,66,9,1.5
rappas,715,412,9,1.5
bb,149,63,9,1.5
dc,149,42,9,1.5
rappas,149,457,9,1.5
bb,58,16,9,1.5
dc,58,38,9,1.5
rappas,58,433,9,1.5
bb,0,0,9,1.5
dc,0,35,9,1.5
rappas,0,458,9,1.5
bb,357,95,9,1.5
dc,357,37,9,1.5
rappas,357,517,9,1.5
bb,31,8,9,1.5
dc,31,37,9,1.5
rappas,31,471,9,1.5
bb,142,55,9,1.5
dc,142,59,9,1.5
rappas,142,580,9,1.5
bb,0,1,9,1.5
dc,0,45,9,1.5
rappas,0,414,9,1.5
bb,366,78,9,1.5
dc,366,51,9,1.5
rappas,366,445,9,1.5
bb,31,10,9,1.5
dc,31,51,9,1.5
rappas,31,444,9,1.5
bb,154,48,9,1.5
dc,154,48,9,1.5
rappas,154,437,9,1.5
bb,648,92,9,1.5
dc,648,56,9,1.5
rappas,648,468,9,1.5
bb,12,4,9,1.5
dc,12,55,9,1.5
rappas,12,426,9,1.5
bb,0,0,9,1.5
dc,0,37,9,1.5
rappas,0,423,9,1.5
bb,475,95,9,1.5
dc,475,53,9,1.5
rappas,475,437,9,1.5
bb,762,140,9,1.5
dc,762,56,9,1.5
rappas,762,493,9,1.5
bb,610,184,9,1.5
dc,610,47,9,1.5
rappas,610,505,9,1.5
bb,0,0,9,1.5
dc,0,58,9,1.5
rappas,0,424,9,1.5
bb,392,46,9,1.5
dc,392,58,9,1.5
rappas,392,402,9,1.5
bb,92,22,9,1.5
dc,92,50,9,1.5
rappas,92,506,9,1.5
bb,0,1,9,1.5
dc,0,39,9,1.5
rappas,0,457,9,1.5
bb,1,1,9,1.5
dc,1,43,9,1.5
rappas,1,406,9,1.5
bb,623,122,9,1.5
dc,623,74,9,1.5
rappas,623,819,9,1.5
bb,1,2,9,1.5
dc,1,95,9,1.5
rappas,1,1323,9,1.5
bb,527,254,9,1.5
dc,527,143,9,1.5
rappas,527,1229,9,1.5
bb,557,250,9,1.5
dc,557,58,9,1.5
rappas,557,462,9,1.5
bb,0,0,9,1.5
dc,0,59,9,1.5
rappas,0,572,9,1.5
bb,191,96,9,1.5
dc,191,54,9,1.5
rappas,191,480,9,1.5
bb,17,6,9,1.5
dc,17,41,9,1.5
rappas,17,459,9,1.5
bb,1045,176,9,1.5
dc,1045,67,9,1.5
rappas,1045,467,9,1.5
bb,0,0,9,1.5
dc,0,69,9,1.5
rappas,0,445,9,1.5
bb,420,66,9,1.5
dc,420,43,9,1.5
rappas,420,460,9,1.5
bb,25,5,9,1.5
dc,25,48,9,1.5
rappas,25,434,9,1.5
bb,2,1,9,1.5
dc,2,43,9,1.5
rappas,2,433,9,1.5
bb,683,141,9,1.5
dc,683,52,9,1.5
rappas,683,515,9,1.5
bb,181,49,9,1.5
dc,181,47,9,1.5
rappas,181,439,9,1.5
bb,400,74,9,1.5
dc,400,47,9,1.5
rappas,400,455,9,1.5
bb,220,51,9,1.5
dc,220,40,9,1.5
rappas,220,424,9,1.5
bb,655,104,9,1.5
dc,655,54,9,1.5
rappas,655,434,9,1.5
bb,390,114,9,1.5
dc,390,51,9,1.5
rappas,390,450,9,1.5
bb,511,93,9,1.5
dc,511,57,9,1.5
rappas,511,462,9,1.5
bb,79,13,9,1.5
dc,79,58,9,1.5
rappas,79,448,9,1.5
bb,23,6,9,1.5
dc,23,38,9,1.5
rappas,23,474,9,1.5
bb,902,118,9,1.5
dc,902,63,9,1.5
rappas,902,510,9,1.5
bb,916,166,9,1.5
dc,916,63,9,1.5
rappas,916,443,9,1.5
bb,618,115,9,1.5
dc,618,61,9,1.5
rappas,618,453,9,1.5
bb,685,207,9,1.5
dc,685,51,9,1.5
rappas,685,898,9,1.5
bb,20,6,9,1.5
dc,20,58,9,1.5
rappas,20,450,9,1.5
bb,10,4,9,1.5
dc,10,46,9,1.5
rappas,10,462,9,1.5
bb,123,29,9,1.5
dc,123,57,9,1.5
rappas,123,402,9,1.5
bb,227,61,9,1.5
dc,227,43,9,1.5
rappas,227,428,9,1.5
bb,787,120,9,1.5
dc,787,54,9,1.5
rappas,787,490,9,1.5
bb,7,3,9,1.5
dc,7,52,9,1.5
rappas,7,494,9,1.5
bb,81,22,9,1.5
dc,81,57,9,1.5
rappas,81,439,9,1.5
bb,1,1,9,1.5
dc,1,36,9,1.5
rappas,1,770,9,1.5
bb,66,20,9,1.5
dc,66,29,9,1.5
rappas,66,528,9,1.5
bb,195,36,9,1.5
dc,195,43,9,1.5
rappas,195,476,9,1.5
bb,602,98,9,1.5
dc,602,56,9,1.5
rappas,602,477,9,1.5
bb,11,4,9,1.5
dc,11,48,9,1.5
rappas,11,449,9,1.5
bb,271,40,9,1.5
dc,271,45,9,1.5
rappas,271,708,9,1.5
bb,796,156,9,1.5
dc,796,62,9,1.5
rappas,796,452,9,1.5
bb,313,76,9,1.5
dc,313,51,9,1.5
rappas,313,446,9,1.5
bb,0,0,9,1.5
dc,0,55,9,1.5
rappas,0,422,9,1.5
bb,211,45,9,1.5
dc,211,47,9,1.5
rappas,211,464,9,1.5
bb,29,12,9,1.5
dc,29,47,9,1.5
rappas,29,468,9,1.5
bb,163,30,9,1.5
dc,163,39,9,1.5
rappas,163,475,9,1.5
bb,279,52,9,1.5
dc,279,47,9,1.5
rappas,279,432,9,1.5
bb,384,73,9,1.5
dc,384,116,9,1.5
rappas,384,422,9,1.5
bb,773,152,9,1.5
dc,773,63,9,1.5
rappas,773,441,9,1.5
bb,0,0,9,1.5
dc,0,58,9,1.5
rappas,0,416,9,1.5
bb,16,6,9,1.5
dc,16,43,9,1.5
rappas,16,410,9,1.5
bb,64,13,9,1.5
dc,64,34,9,1.5
rappas,64,447,9,1.5
bb,204,38,9,1.5
dc,204,47,9,1.5
rappas,204,444,9,1.5
bb,610,121,9,1.5
dc,610,51,9,1.5
rappas,610,452,9,1.5
bb,769,147,9,1.5
dc,769,54,9,1.5
rappas,769,455,9,1.5
bb,56,11,9,1.5
dc,56,67,9,1.5
rappas,56,439,9,1.5
bb,0,0,9,1.5
dc,0,44,9,1.5
rappas,0,428,9,1.5
bb,296,84,10,1.5
dc,296,65,10,1.5
rappas,296,1128,10,1.5
bb,271,90,10,1.5
dc,271,64,10,1.5
rappas,271,1567,10,1.5
bb,1197,163,10,1.5
dc,1197,90,10,1.5
rappas,1197,1160,10,1.5
bb,16,6,10,1.5
dc,16,86,10,1.5
rappas,16,1111,10,1.5
bb,316,100,10,1.5
dc,316,58,10,1.5
rappas,316,1278,10,1.5
bb,118,21,10,1.5
dc,118,46,10,1.5
rappas,118,1506,10,1.5
bb,1029,214,10,1.5
dc,1029,92,10,1.5
rappas,1029,1275,10,1.5
bb,48,17,10,1.5
dc,48,77,10,1.5
rappas,48,1158,10,1.5
bb,28,10,10,1.5
dc,28,63,10,1.5
rappas,28,2293,10,1.5
bb,1426,787,10,1.5
dc,1426,245,10,1.5
rappas,1426,3214,10,1.5
bb,10,19,10,1.5
dc,10,253,10,1.5
rappas,10,2307,10,1.5
bb,238,183,10,1.5
dc,238,61,10,1.5
rappas,238,1376,10,1.5
bb,449,108,10,1.5
dc,449,67,10,1.5
rappas,449,1229,10,1.5
bb,1,2,10,1.5
dc,1,56,10,1.5
rappas,1,1162,10,1.5
bb,869,103,10,1.5
dc,869,73,10,1.5
rappas,869,1525,10,1.5
bb,783,382,10,1.5
dc,783,103,10,1.5
rappas,783,1542,10,1.5
bb,0,2,10,1.5
dc,0,77,10,1.5
rappas,0,1186,10,1.5
bb,96,29,10,1.5
dc,96,43,10,1.5
rappas,96,1322,10,1.5
bb,444,103,10,1.5
dc,444,70,10,1.5
rappas,444,1364,10,1.5
bb,1,2,10,1.5
dc,1,55,10,1.5
rappas,1,1162,10,1.5
bb,0,1,10,1.5
dc,0,53,10,1.5
rappas,0,1182,10,1.5
bb,0,0,10,1.5
dc,0,46,10,1.5
rappas,0,1137,10,1.5
bb,12,6,10,1.5
dc,12,32,10,1.5
rappas,12,1215,10,1.5
bb,328,98,10,1.5
dc,328,55,10,1.5
rappas,328,1173,10,1.5
bb,613,120,10,1.5
dc,613,65,10,1.5
rappas,613,1226,10,1.5
bb,631,145,10,1.5
dc,631,76,10,1.5
rappas,631,1146,10,1.5
bb,2217,303,10,1.5
dc,2217,127,10,1.5
rappas,2217,1368,10,1.5
bb,55,24,10,1.5
dc,55,123,10,1.5
rappas,55,1178,10,1.5
bb,0,0,10,1.5
dc,0,42,10,1.5
rappas,0,1101,10,1.5
bb,453,96,10,1.5
dc,453,72,10,1.5
rappas,453,1181,10,1.5
bb,15,4,10,1.5
dc,15,67,10,1.5
rappas,15,1269,10,1.5
bb,430,104,10,1.5
dc,430,70,10,1.5
rappas,430,1189,10,1.5
bb,1163,238,10,1.5
dc,1163,95,10,1.5
rappas,1163,1234,10,1.5
bb,124,30,10,1.5
dc,124,81,10,1.5
rappas,124,1384,10,1.5
bb,96,19,10,1.5
dc,96,63,10,1.5
rappas,96,1154,10,1.5
bb,172,41,10,1.5
dc,172,47,10,1.5
rappas,172,1149,10,1.5
bb,575,109,10,1.5
dc,575,71,10,1.5
rappas,575,1152,10,1.5
bb,844,136,10,1.5
dc,844,71,10,1.5
rappas,844,1149,10,1.5
bb,77,26,10,1.5
dc,77,79,10,1.5
rappas,77,1160,10,1.5
bb,12,6,10,1.5
dc,12,55,10,1.5
rappas,12,1133,10,1.5
bb,777,177,10,1.5
dc,777,91,10,1.5
rappas,777,1213,10,1.5
bb,103,23,10,1.5
dc,103,79,10,1.5
rappas,103,1111,10,1.5
bb,49,14,10,1.5
dc,49,50,10,1.5
rappas,49,1165,10,1.5
bb,0,0,10,1.5
dc,0,51,10,1.5
rappas,0,1069,10,1.5
bb,343,76,10,1.5
dc,343,62,10,1.5
rappas,343,1150,10,1.5
bb,1,1,10,1.5
dc,1,58,10,1.5
rappas,1,1114,10,1.5
bb,1023,120,10,1.5
dc,1023,75,10,1.5
rappas,1023,1168,10,1.5
bb,557,151,10,1.5
dc,557,69,10,1.5
rappas,557,1262,10,1.5
bb,216,82,10,1.5
dc,216,52,10,1.5
rappas,216,1179,10,1.5
bb,64,12,10,1.5
dc,64,65,10,1.5
rappas,64,1115,10,1.5
bb,437,85,10,1.5
dc,437,62,10,1.5
rappas,437,1196,10,1.5
bb,446,97,10,1.5
dc,446,70,10,1.5
rappas,446,1180,10,1.5
bb,127,23,10,1.5
dc,127,68,10,1.5
rappas,127,1441,10,1.5
bb,56,24,10,1.5
dc,56,64,10,1.5
rappas,56,1207,10,1.5
bb,814,161,10,1.5
dc,814,65,10,1.5
rappas,814,1221,10,1.5
bb,1555,272,10,1.5
dc,1555,103,10,1.5
rappas,1555,1197,10,1.5
bb,465,116,10,1.5
dc,465,79,10,1.5
rappas,465,1324,10,1.5
bb,0,1,10,1.5
dc,0,64,10,1.5
rappas,0,1071,10,1.5
bb,1336,250,10,1.5
dc,1336,104,10,1.5
rappas,1336,1222,10,1.5
bb,297,162,10,1.5
dc,297,84,10,1.5
rappas,297,1301,10,1.5
bb,360,112,10,1.5
dc,360,72,10,1.5
rappas,360,1168,10,1.5
bb,22,5,10,1.5
dc,22,54,10,1.5
rappas,22,1172,10,1.5
bb,884,161,10,1.5
dc,884,78,10,1.5
rappas,884,1289,10,1.5
bb,751,204,10,1.5
dc,751,80,10,1.5
rappas,751,1207,10,1.5
bb,710,111,10,1.5
dc,710,76,10,1.5
rappas,710,1151,10,1.5
bb,406,97,10,1.5
dc,406,56,10,1.5
rappas,406,1191,10,1.5
bb,1771,286,10,1.5
dc,1771,109,10,1.5
rappas,1771,1219,10,1.5
bb,0,0,10,1.5
dc,0,95,10,1.5
rappas,0,1152,10,1.5
bb,752,220,10,1.5
dc,752,76,10,1.5
rappas,752,1354,10,1.5
bb,2139,269,10,1.5
dc,2139,118,10,1.5
rappas,2139,1092,10,1.5
bb,1003,199,10,1.5
dc,1003,77,10,1.5
rappas,1003,1131,10,1.5
bb,110,20,10,1.5
dc,110,84,10,1.5
rappas,110,1053,10,1.5
bb,41,13,10,1.5
dc,41,44,10,1.5
rappas,41,1160,10,1.5
bb,579,171,10,1.5
dc,579,69,10,1.5
rappas,579,1395,10,1.5
bb,1453,269,10,1.5
dc,1453,100,10,1.5
rappas,1453,1181,10,1.5
bb,0,0,10,1.5
dc,0,85,10,1.5
rappas,0,1103,10,1.5
bb,41,17,10,1.5
dc,41,48,10,1.5
rappas,41,1470,10,1.5
bb,986,122,10,1.5
dc,986,89,10,1.5
rappas,986,1126,10,1.5
bb,1159,208,10,1.5
dc,1159,100,10,1.5
rappas,1159,1218,10,1.5
bb,2637,422,10,1.5
dc,2637,154,10,1.5
rappas,2637,1396,10,1.5
bb,948,190,10,1.5
dc,948,80,10,1.5
rappas,948,1143,10,1.5
bb,3,2,10,1.5
dc,3,77,10,1.5
rappas,3,1220,10,1.5
bb,515,85,10,1.5
dc,515,64,10,1.5
rappas,515,1438,10,1.5
bb,728,128,10,1.5
dc,728,75,10,1.5
rappas,728,1199,10,1.5
bb,423,94,10,1.5
dc,423,70,10,1.5
rappas,423,1137,10,1.5
bb,28,13,10,1.5
dc,28,58,10,1.5
rappas,28,1216,10,1.5
bb,54,15,10,1.5
dc,54,65,10,1.5
rappas,54,1227,10,1.5
bb,808,209,10,1.5
dc,808,82,10,1.5
rappas,808,1528,10,1.5
bb,76,30,10,1.5
dc,76,85,10,1.5
rappas,76,1461,10,1.5
bb,2,47,10,1.5
dc,2,72,10,1.5
rappas,2,1745,10,1.5
bb,504,111,10,1.5
dc,504,82,10,1.5
rappas,504,1330,10,1.5
bb,236,76,10,1.5
dc,236,59,10,1.5
rappas,236,1377,10,1.5
bb,486,141,10,1.5
dc,486,99,10,1.5
rappas,486,1284,10,1.5
bb,377,128,10,1.5
dc,377,84,10,1.5
rappas,377,1455,10,1.5
bb,1010,299,10,1.5
dc,1010,112,10,1.5
rappas,1010,1427,10,1.5
bb,736,539,10,1.5
dc,736,138,10,1.5
rappas,736,1332,10,1.5
bb,96,36,10,1.5
dc,96,81,10,1.5
rappas,96,1318,10,1.5
bb,318,69,10,1.5
dc,318,62,10,1.5
rappas,318,1595,10,1.5
bb,79,44,10,1.5
dc,79,116,10,1.5
rappas,79,1613,10,1.5
bb,793,140,10,1.5
dc,793,116,10,1.5
rappas,793,1731,10,1.5
bb,2470,846,10,1.5
dc,2470,159,10,1.5
rappas,2470,1733,10,1.5
bb,531,133,10,1.5
dc,531,71,10,1.5
rappas,531,1146,10,1.5
bb,1162,161,10,1.5
dc,1162,94,10,1.5
rappas,1162,1158,10,1.5
bb,1955,349,10,1.5
dc,1955,156,10,1.5
rappas,1955,1335,10,1.5
bb,1693,463,10,1.5
dc,1693,115,10,1.5
rappas,1693,1291,10,1.5
bb,92,51,10,1.5
dc,92,123,10,1.5
rappas,92,1517,10,1.5
bb,0,1,10,1.5
dc,0,63,10,1.5
rappas,0,1127,10,1.5
bb,516,102,10,1.5
dc,516,86,10,1.5
rappas,516,1211,10,1.5
bb,1408,250,10,1.5
dc,1408,104,10,1.5
rappas,1408,1622,10,1.5
bb,218,120,10,1.5
dc,218,63,10,1.5
rappas,218,1160,10,1.5
bb,0,0,10,1.5
dc,0,56,10,1.5
rappas,0,1399,10,1.5
bb,291,61,10,1.5
dc,291,69,10,1.5
rappas,291,1375,10,1.5
bb,97,24,10,1.5
dc,97,63,10,1.5
rappas,97,1189,10,1.5
bb,281,63,10,1.5
dc,281,56,10,1.5
rappas,281,1612,10,1.5
bb,945,172,10,1.5
dc,945,92,10,1.5
rappas,945,1179,10,1.5
bb,146,74,10,1.5
dc,146,50,10,1.5
rappas,146,1275,10,1.5
bb,67,20,10,1.5
dc,67,148,10,1.5
rappas,67,1351,10,1.5
bb,630,141,10,1.5
dc,630,75,10,1.5
rappas,630,1291,10,1.5
bb,569,124,10,1.5
dc,569,66,10,1.5
rappas,569,1471,10,1.5
bb,1382,209,10,1.5
dc,1382,106,10,1.5
rappas,1382,1158,10,1.5
bb,2291,535,10,1.5
dc,2291,149,10,1.5
rappas,2291,1435,10,1.5
bb,0,1,10,1.5
dc,0,110,10,1.5
rappas,0,1703,10,1.5
bb,497,110,10,1.5
dc,497,73,10,1.5
rappas,497,1284,10,1.5
bb,132,40,10,1.5
dc,132,63,10,1.5
rappas,132,1398,10,1.5
bb,132,82,10,1.5
dc,132,75,10,1.5
rappas,132,1235,10,1.5
bb,409,91,10,1.5
dc,409,70,10,1.5
rappas,409,1424,10,1.5
bb,1078,238,10,1.5
dc,1078,97,10,1.5
rappas,1078,1201,10,1.5
bb,89,16,10,1.5
dc,89,75,10,1.5
rappas,89,1397,10,1.5
bb,1281,244,10,1.5
dc,1281,103,10,1.5
rappas,1281,1491,10,1.5
bb,8,5,10,1.5
dc,8,81,10,1.5
rappas,8,1254,10,1.5
bb,2007,240,10,1.5
dc,2007,106,10,1.5
rappas,2007,1309,10,1.5
bb,20,8,10,1.5
dc,20,114,10,1.5
rappas,20,1092,10,1.5
bb,1188,142,10,1.5
dc,1188,89,10,1.5
rappas,1188,1393,10,1.5
bb,100,20,10,1.5
dc,100,91,10,1.5
rappas,100,1546,10,1.5
bb,435,113,10,1.5
dc,435,100,10,1.5
rappas,435,1279,10,1.5
bb,63,15,10,1.5
dc,63,66,10,1.5
rappas,63,1096,10,1.5
bb,269,57,10,1.5
dc,269,68,10,1.5
rappas,269,1257,10,1.5
bb,615,94,10,1.5
