alg,num_kmers,time,k,omega
dc,5319,222,7,1
rappas,5319,545,7,1
bb,3943,355,7,1
dc,3943,148,7,1
rappas,3943,882,7,1
bb,3475,428,7,1
dc,3475,134,7,1
rappas,3475,377,7,1
bb,3901,480,7,1
dc,3901,141,7,1
rappas,3901,454,7,1
bb,2907,422,7,1
dc,2907,109,7,1
rappas,2907,652,7,1
bb,3116,405,7,1
dc,3116,125,7,1
rappas,3116,351,7,1
bb,3722,481,7,1
dc,3722,132,7,1
rappas,3722,457,7,1
bb,5015,449,7,1
dc,5015,162,7,1
rappas,5015,501,7,1
bb,3103,532,7,1
dc,3103,133,7,1
rappas,3103,373,7,1
bb,3016,310,7,1
dc,3016,111,7,1
rappas,3016,342,7,1
bb,3989,376,7,1
dc,3989,137,7,1
rappas,3989,407,7,1
bb,3041,364,7,1
dc,3041,114,7,1
rappas,3041,333,7,1
bb,4072,498,7,1
dc,4072,138,7,1
rappas,4072,485,7,1
bb,3409,431,7,1
dc,3409,119,7,1
rappas,3409,409,7,1
bb,5732,553,7,1
dc,5732,269,7,1
rappas,5732,533,7,1
bb,4581,485,7,1
dc,4581,261,7,1
rappas,4581,1398,7,1
bb,4588,1536,7,1
dc,4588,615,7,1
rappas,4588,747,7,1
bb,4291,566,7,1
dc,4291,159,7,1
rappas,4291,466,7,1
bb,3867,405,7,1
dc,3867,139,7,1
rappas,3867,408,7,1
bb,5066,524,7,1
dc,5066,178,7,1
rappas,5066,524,7,1
bb,4032,498,7,1
dc,4032,141,7,1
rappas,4032,467,7,1
bb,4302,442,7,1
dc,4302,144,7,1
rappas,4302,462,7,1
bb,2559,339,7,1
dc,2559,99,7,1
rappas,2559,282,7,1
bb,3128,319,7,1
dc,3128,114,7,1
rappas,3128,330,7,1
bb,3043,293,7,1
dc,3043,106,7,1
rappas,3043,323,7,1
bb,3569,380,7,1
dc,3569,139,7,1
rappas,3569,377,7,1
bb,4680,492,7,1
dc,4680,165,7,1
rappas,4680,507,7,1
bb,2999,473,7,1
dc,2999,113,7,1
rappas,2999,395,7,1
bb,3715,417,7,1
dc,3715,126,7,1
rappas,3715,393,7,1
bb,3288,411,7,1
dc,3288,120,7,1
rappas,3288,368,7,1
bb,3974,444,7,1
dc,3974,131,7,1
rappas,3974,417,7,1
bb,3859,434,7,1
dc,3859,130,7,1
rappas,3859,406,7,1
bb,3819,439,7,1
dc,3819,140,7,1
rappas,3819,424,7,1
bb,5989,533,7,1
dc,5989,238,7,1
rappas,5989,606,7,1
bb,4739,411,7,1
dc,4739,175,7,1
rappas,4739,530,7,1
bb,3694,529,7,1
dc,3694,172,7,1
rappas,3694,439,7,1
bb,3012,430,7,1
dc,3012,117,7,1
rappas,3012,387,7,1
bb,3218,418,7,1
dc,3218,125,7,1
rappas,3218,366,7,1
bb,3508,404,7,1
dc,3508,125,7,1
rappas,3508,404,7,1
bb,3868,441,7,1
dc,3868,143,7,1
rappas,3868,426,7,1
bb,5131,508,7,1
dc,5131,225,7,1
rappas,5131,563,7,1
bb,3869,338,7,1
dc,3869,136,7,1
rappas,3869,402,7,1
bb,3512,448,7,1
dc,3512,122,7,1
rappas,3512,420,7,1
bb,3481,449,7,1
dc,3481,118,7,1
rappas,3481,407,7,1
bb,5046,437,7,1
dc,5046,171,7,1
rappas,5046,526,7,1
bb,3809,486,7,1
dc,3809,128,7,1
rappas,3809,469,7,1
bb,4161,458,7,1
dc,4161,160,7,1
rappas,4161,437,7,1
bb,3376,403,7,1
dc,3376,144,7,1
rappas,3376,365,7,1
bb,4705,498,7,1
dc,4705,155,7,1
rappas,4705,537,7,1
bb,3751,523,7,1
dc,3751,133,7,1
rappas,3751,466,7,1
bb,4887,558,7,1
dc,4887,160,7,1
rappas,4887,565,7,1
bb,5381,677,7,1
dc,5381,231,7,1
rappas,5381,655,7,1
bb,4034,350,7,1
dc,4034,139,7,1
rappas,4034,416,7,1
bb,2525,327,7,1
dc,2525,123,7,1
rappas,2525,329,7,1
bb,3178,371,7,1
dc,3178,120,7,1
rappas,3178,397,7,1
bb,3041,391,7,1
dc,3041,119,7,1
rappas,3041,344,7,1
bb,3354,382,7,1
dc,3354,120,7,1
rappas,3354,388,7,1
bb,3583,458,7,1
dc,3583,125,7,1
rappas,3583,439,7,1
bb,3985,478,7,1
dc,3985,140,7,1
rappas,3985,433,7,1
bb,4042,483,7,1
dc,4042,137,7,1
rappas,4042,449,7,1
bb,3971,470,7,1
dc,3971,145,7,1
rappas,3971,462,7,1
bb,3885,429,7,1
dc,3885,133,7,1
rappas,3885,395,7,1
bb,4162,452,7,1
dc,4162,168,7,1
rappas,4162,436,7,1
bb,4556,506,7,1
dc,4556,147,7,1
rappas,4556,468,7,1
bb,3820,466,7,1
dc,3820,131,7,1
rappas,3820,445,7,1
bb,3930,495,7,1
dc,3930,141,7,1
rappas,3930,453,7,1
bb,3681,353,7,1
dc,3681,128,7,1
rappas,3681,380,7,1
bb,3161,463,7,1
dc,3161,118,7,1
rappas,3161,412,7,1
bb,4042,474,7,1
dc,4042,139,7,1
rappas,4042,461,7,1
bb,4610,394,7,1
dc,4610,162,7,1
rappas,4610,408,7,1
bb,5200,555,7,1
dc,5200,235,7,1
rappas,5200,560,7,1
bb,3490,272,7,1
dc,3490,123,7,1
rappas,3490,373,7,1
bb,3810,407,7,1
dc,3810,132,7,1
rappas,3810,403,7,1
bb,4650,617,7,1
dc,4650,169,7,1
rappas,4650,561,7,1
bb,4326,481,7,1
dc,4326,158,7,1
rappas,4326,457,7,1
bb,4473,513,7,1
dc,4473,154,7,1
rappas,4473,485,7,1
bb,3684,417,7,1
dc,3684,126,7,1
rappas,3684,325,7,1
bb,4270,419,7,1
dc,4270,136,7,1
rappas,4270,411,7,1
bb,4554,429,7,1
dc,4554,139,7,1
rappas,4554,469,7,1
bb,3627,420,7,1
dc,3627,125,7,1
rappas,3627,393,7,1
bb,2428,311,7,1
dc,2428,94,7,1
rappas,2428,259,7,1
bb,4236,366,7,1
dc,4236,142,7,1
rappas,4236,435,7,1
bb,3512,419,7,1
dc,3512,122,7,1
rappas,3512,419,7,1
bb,3432,423,7,1
dc,3432,124,7,1
rappas,3432,393,7,1
bb,4844,528,7,1
dc,4844,167,7,1
rappas,4844,546,7,1
bb,2824,402,7,1
dc,2824,109,7,1
rappas,2824,354,7,1
bb,3811,428,7,1
dc,3811,131,7,1
rappas,3811,440,7,1
bb,3018,428,7,1
dc,3018,115,7,1
rappas,3018,371,7,1
bb,3403,372,7,1
dc,3403,118,7,1
rappas,3403,389,7,1
bb,3800,335,7,1
dc,3800,129,7,1
rappas,3800,421,7,1
bb,3982,465,7,1
dc,3982,134,7,1
rappas,3982,476,7,1
bb,3008,421,7,1
dc,3008,113,7,1
rappas,3008,378,7,1
bb,3454,374,7,1
dc,3454,132,7,1
rappas,3454,428,7,1
bb,3283,434,7,1
dc,3283,120,7,1
rappas,3283,400,7,1
bb,3845,415,7,1
dc,3845,137,7,1
rappas,3845,421,7,1
bb,2573,334,7,1
dc,2573,101,7,1
rappas,2573,321,7,1
bb,4593,462,7,1
dc,4593,147,7,1
rappas,4593,482,7,1
bb,4290,479,7,1
dc,4290,169,7,1
rappas,4290,454,7,1
bb,4109,470,7,1
dc,4109,145,7,1
rappas,4109,449,7,1
bb,3515,407,7,1
dc,3515,119,7,1
rappas,3515,339,7,1
bb,5179,564,7,1
dc,5179,213,7,1
rappas,5179,574,7,1
bb,2362,212,7,1
dc,2362,102,7,1
rappas,2362,278,7,1
bb,4681,525,7,1
dc,4681,166,7,1
rappas,4681,489,7,1
bb,2869,414,7,1
dc,2869,109,7,1
rappas,2869,397,7,1
bb,3806,437,7,1
dc,3806,127,7,1
rappas,3806,541,7,1
bb,3920,367,7,1
dc,3920,131,7,1
rappas,3920,441,7,1
bb,3447,419,7,1
dc,3447,119,7,1
rappas,3447,385,7,1
bb,3476,350,7,1
dc,3476,119,7,1
rappas,3476,387,7,1
bb,4850,436,7,1
dc,4850,179,7,1
rappas,4850,516,7,1
bb,3806,547,7,1
dc,3806,138,7,1
rappas,3806,461,7,1
bb,4276,510,7,1
dc,4276,160,7,1
rappas,4276,491,7,1
bb,3676,500,7,1
dc,3676,129,7,1
rappas,3676,473,7,1
bb,4740,451,7,1
dc,4740,161,7,1
rappas,4740,485,7,1
bb,3929,461,7,1
dc,3929,135,7,1
rappas,3929,416,7,1
bb,3546,377,7,1
dc,3546,121,7,1
rappas,3546,341,7,1
bb,4378,452,7,1
dc,4378,138,7,1
rappas,4378,443,7,1
bb,20044,1684,8,1
dc,20044,1010,8,1
rappas,20044,2310,8,1
bb,17868,1315,8,1
dc,17868,714,8,1
rappas,17868,1686,8,1
bb,10417,924,8,1
dc,10417,578,8,1
rappas,10417,1304,8,1
bb,17106,1407,8,1
dc,17106,761,8,1
rappas,17106,1762,8,1
bb,16999,1319,8,1
dc,16999,611,8,1
rappas,16999,1747,8,1
bb,12938,1146,8,1
dc,12938,466,8,1
rappas,12938,1444,8,1
bb,17640,1663,8,1
dc,17640,789,8,1
rappas,17640,2085,8,1
bb,12811,1194,8,1
dc,12811,502,8,1
rappas,12811,1503,8,1
bb,10595,1150,8,1
dc,10595,481,8,1
rappas,10595,1280,8,1
bb,11697,1126,8,1
dc,11697,465,8,1
rappas,11697,1418,8,1
bb,12985,1416,8,1
dc,12985,512,8,1
rappas,12985,1573,8,1
bb,16199,1342,8,1
dc,16199,579,8,1
rappas,16199,1866,8,1
bb,8527,717,8,1
dc,8527,296,8,1
rappas,8527,968,8,1
bb,11297,1012,8,1
dc,11297,462,8,1
rappas,11297,1269,8,1
bb,11705,971,8,1
dc,11705,503,8,1
rappas,11705,1272,8,1
bb,13074,1064,8,1
dc,13074,577,8,1
rappas,13074,1762,8,1
bb,16266,1276,8,1
dc,16266,655,8,1
rappas,16266,2075,8,1
bb,12845,1237,8,1
dc,12845,553,8,1
rappas,12845,1466,8,1
bb,11651,1403,8,1
dc,11651,584,8,1
rappas,11651,1679,8,1
bb,17077,1279,8,1
dc,17077,687,8,1
rappas,17077,1591,8,1
bb,11677,1344,8,1
dc,11677,458,8,1
rappas,11677,1402,8,1
bb,17072,1488,8,1
dc,17072,684,8,1
rappas,17072,1748,8,1
bb,15621,1283,8,1
dc,15621,558,8,1
rappas,15621,1663,8,1
bb,13921,1401,8,1
dc,13921,551,8,1
rappas,13921,1733,8,1
bb,9760,1270,8,1
dc,9760,425,8,1
rappas,9760,1396,8,1
bb,17521,1632,8,1
dc,17521,707,8,1
rappas,17521,2311,8,1
bb,13364,1270,8,1
dc,13364,527,8,1
rappas,13364,1490,8,1
bb,9568,722,8,1
dc,9568,366,8,1
rappas,9568,927,8,1
bb,14217,1254,8,1
dc,14217,590,8,1
rappas,14217,1683,8,1
bb,16990,1296,8,1
dc,16990,611,8,1
rappas,16990,1705,8,1
bb,13240,1403,8,1
dc,13240,527,8,1
rappas,13240,1605,8,1
bb,13101,1169,8,1
dc,13101,521,8,1
rappas,13101,1365,8,1
bb,15157,1178,8,1
dc,15157,542,8,1
rappas,15157,1635,8,1
bb,19127,1452,8,1
dc,19127,635,8,1
rappas,19127,1836,8,1
bb,11535,956,8,1
dc,11535,498,8,1
rappas,11535,1355,8,1
bb,12005,1088,8,1
dc,12005,429,8,1
rappas,12005,1466,8,1
bb,8426,837,8,1
dc,8426,291,8,1
rappas,8426,987,8,1
bb,11359,996,8,1
dc,11359,435,8,1
rappas,11359,1379,8,1
bb,11941,1160,8,1
dc,11941,440,8,1
rappas,11941,1600,8,1
bb,15423,1491,8,1
dc,15423,549,8,1
rappas,15423,1893,8,1
bb,17778,1647,8,1
dc,17778,876,8,1
rappas,17778,1806,8,1
bb,10538,985,8,1
dc,10538,492,8,1
rappas,10538,1257,8,1
bb,9834,965,8,1
dc,9834,370,8,1
rappas,9834,1212,8,1
bb,15168,1230,8,1
dc,15168,522,8,1
rappas,15168,1641,8,1
bb,18880,1348,8,1
dc,18880,628,8,1
rappas,18880,2061,8,1
bb,10271,1062,8,1
dc,10271,346,8,1
rappas,10271,1283,8,1
bb,11851,1079,8,1
dc,11851,505,8,1
rappas,11851,1356,8,1
bb,14993,1420,8,1
dc,14993,507,8,1
rappas,14993,1811,8,1
bb,14601,1386,8,1
dc,14601,540,8,1
rappas,14601,1574,8,1
bb,16967,1460,8,1
dc,16967,729,8,1
rappas,16967,1742,8,1
bb,15905,1342,8,1
dc,15905,582,8,1
rappas,15905,1747,8,1
bb,16404,1288,8,1
dc,16404,520,8,1
rappas,16404,1660,8,1
bb,15647,1537,8,1
dc,15647,519,8,1
rappas,15647,1842,8,1
bb,8699,836,8,1
dc,8699,342,8,1
rappas,8699,1097,8,1
bb,14899,1199,8,1
dc,14899,524,8,1
rappas,14899,1637,8,1
bb,17987,1815,8,1
dc,17987,614,8,1
rappas,17987,2194,8,1
bb,13177,1137,8,1
dc,13177,491,8,1
rappas,13177,1492,8,1
bb,14821,1213,8,1
dc,14821,512,8,1
rappas,14821,1602,8,1
bb,7482,740,8,1
dc,7482,287,8,1
rappas,7482,888,8,1
bb,11986,1500,8,1
dc,11986,557,8,1
rappas,11986,1627,8,1
bb,8439,704,8,1
dc,8439,346,8,1
rappas,8439,848,8,1
bb,14225,1178,8,1
dc,14225,529,8,1
rappas,14225,1557,8,1
bb,10854,1007,8,1
dc,10854,409,8,1
rappas,10854,1227,8,1
bb,14580,1266,8,1
dc,14580,511,8,1
rappas,14580,1524,8,1
bb,15223,1543,8,1
dc,15223,501,8,1
rappas,15223,1745,8,1
bb,15404,1301,8,1
dc,15404,532,8,1
rappas,15404,1556,8,1
bb,12744,1024,8,1
dc,12744,448,8,1
rappas,12744,1366,8,1
bb,12008,1086,8,1
dc,12008,416,8,1
rappas,12008,1232,8,1
bb,10934,1130,8,1
dc,10934,538,8,1
rappas,10934,1377,8,1
bb,15714,1426,8,1
dc,15714,685,8,1
rappas,15714,2012,8,1
bb,16364,1493,8,1
dc,16364,559,8,1
rappas,16364,1791,8,1
bb,16354,1194,8,1
dc,16354,582,8,1
rappas,16354,1576,8,1
bb,14950,1277,8,1
dc,14950,706,8,1
rappas,14950,1610,8,1
bb,14177,1683,8,1
dc,14177,543,8,1
rappas,14177,1770,8,1
bb,15121,1501,8,1
dc,15121,738,8,1
rappas,15121,1624,8,1
bb,16262,1702,8,1
dc,16262,591,8,1
rappas,16262,1812,8,1
bb,11062,984,8,1
dc,11062,401,8,1
rappas,11062,1220,8,1
bb,15952,1145,8,1
dc,15952,979,8,1
rappas,15952,1618,8,1
bb,21640,1749,8,1
dc,21640,953,8,1
rappas,21640,2374,8,1
bb,12984,1248,8,1
dc,12984,494,8,1
rappas,12984,1494,8,1
bb,8996,817,8,1
dc,8996,320,8,1
rappas,8996,1023,8,1
bb,10676,958,8,1
dc,10676,426,8,1
rappas,10676,1176,8,1
bb,12454,1262,8,1
dc,12454,595,8,1
rappas,12454,1381,8,1
bb,10062,1000,8,1
dc,10062,350,8,1
rappas,10062,1168,8,1
bb,14334,1154,8,1
dc,14334,580,8,1
rappas,14334,1650,8,1
bb,12647,1132,8,1
dc,12647,475,8,1
rappas,12647,1265,8,1
bb,17207,1392,8,1
dc,17207,654,8,1
rappas,17207,1822,8,1
bb,11595,1020,8,1
dc,11595,451,8,1
rappas,11595,1358,8,1
bb,12593,1107,8,1
dc,12593,475,8,1
rappas,12593,1457,8,1
bb,17978,1209,8,1
dc,17978,566,8,1
rappas,17978,1710,8,1
bb,11467,951,8,1
dc,11467,417,8,1
rappas,11467,1274,8,1
bb,17195,1272,8,1
dc,17195,543,8,1
rappas,17195,1770,8,1
bb,17384,1462,8,1
dc,17384,649,8,1
rappas,17384,1817,8,1
bb,14860,1158,8,1
dc,14860,567,8,1
rappas,14860,1435,8,1
bb,14607,1174,8,1
dc,14607,497,8,1
rappas,14607,1428,8,1
bb,11380,1021,8,1
dc,11380,447,8,1
rappas,11380,1246,8,1
bb,12759,1082,8,1
dc,12759,457,8,1
rappas,12759,1450,8,1
bb,18705,1648,8,1
dc,18705,630,8,1
rappas,18705,2055,8,1
bb,15189,1351,8,1
dc,15189,563,8,1
rappas,15189,1629,8,1
bb,13704,1348,8,1
dc,13704,577,8,1
rappas,13704,1714,8,1
bb,14703,1310,8,1
dc,14703,545,8,1
rappas,14703,1741,8,1
bb,17727,1519,8,1
dc,17727,655,8,1
rappas,17727,1820,8,1
bb,12574,1159,8,1
dc,12574,466,8,1
rappas,12574,1403,8,1
bb,15141,1408,8,1
dc,15141,972,8,1
rappas,15141,2096,8,1
bb,12670,1134,8,1
dc,12670,504,8,1
rappas,12670,1406,8,1
bb,12905,1187,8,1
dc,12905,511,8,1
rappas,12905,1465,8,1
bb,12335,1172,8,1
dc,12335,590,8,1
rappas,12335,1555,8,1
bb,11070,996,8,1
dc,11070,422,8,1
rappas,11070,1163,8,1
bb,10970,1365,8,1
dc,10970,486,8,1
rappas,10970,1475,8,1
bb,15541,1505,8,1
dc,15541,587,8,1
rappas,15541,1936,8,1
bb,13742,1081,8,1
dc,13742,488,8,1
rappas,13742,1403,8,1
bb,13677,1136,8,1
dc,13677,506,8,1
rappas,13677,1495,8,1
bb,15577,1237,8,1
dc,15577,517,8,1
rappas,15577,1685,8,1
bb,8390,751,8,1
dc,8390,275,8,1
rappas,8390,932,8,1
bb,10432,1087,8,1
dc,10432,402,8,1
rappas,10432,1328,8,1
bb,11601,1048,8,1
dc,11601,396,8,1
rappas,11601,1336,8,1
bb,12832,1209,8,1
dc,12832,479,8,1
rappas,12832,1516,8,1
bb,13743,1237,8,1
dc,13743,591,8,1
rappas,13743,1408,8,1
bb,10041,965,8,1
dc,10041,348,8,1
rappas,10041,1183,8,1
bb,15241,1093,8,1
dc,15241,621,8,1
rappas,15241,1493,8,1
bb,17788,1361,8,1
dc,17788,661,8,1
rappas,17788,1774,8,1
bb,15079,1173,8,1
dc,15079,572,8,1
rappas,15079,1551,8,1
bb,10501,1148,8,1
dc,10501,391,8,1
rappas,10501,1237,8,1
bb,11162,980,8,1
dc,11162,394,8,1
rappas,11162,1273,8,1
bb,15094,1409,8,1
dc,15094,523,8,1
rappas,15094,1778,8,1
bb,20020,1559,8,1
dc,20020,1091,8,1
rappas,20020,2286,8,1
bb,14073,1204,8,1
dc,14073,478,8,1
rappas,14073,1504,8,1
bb,11853,1106,8,1
dc,11853,454,8,1
rappas,11853,1417,8,1
bb,14062,1282,8,1
dc,14062,491,8,1
rappas,14062,1591,8,1
bb,13065,1062,8,1
dc,13065,475,8,1
rappas,13065,1371,8,1
bb,13877,1178,8,1
dc,13877,485,8,1
rappas,13877,1457,8,1
bb,9803,1043,8,1
dc,9803,325,8,1
rappas,9803,1232,8,1
bb,15189,1066,8,1
dc,15189,492,8,1
rappas,15189,1492,8,1
bb,13851,1304,8,1
dc,13851,536,8,1
rappas,13851,1410,8,1
bb,16932,1346,8,1
dc,16932,589,8,1
rappas,16932,1675,8,1
bb,19014,1678,8,1
dc,19014,600,8,1
rappas,19014,2123,8,1
bb,14650,1306,8,1
dc,14650,576,8,1
rappas,14650,1595,8,1
bb,11201,978,8,1
dc,11201,438,8,1
rappas,11201,1246,8,1
bb,8400,733,8,1
dc,8400,347,8,1
rappas,8400,911,8,1
bb,14810,1239,8,1
dc,14810,578,8,1
rappas,14810,1927,8,1
bb,14680,1272,8,1
dc,14680,570,8,1
rappas,14680,1624,8,1
bb,14147,1296,8,1
dc,14147,551,8,1
rappas,14147,1620,8,1
bb,15346,1209,8,1
dc,15346,502,8,1
rappas,15346,1761,8,1
bb,12218,1256,8,1
dc,12218,420,8,1
rappas,12218,1418,8,1
bb,13444,1125,8,1
dc,13444,491,8,1
rappas,13444,1457,8,1
bb,20324,1593,8,1
dc,20324,991,8,1
rappas,20324,2099,8,1
bb,13706,1239,8,1
dc,13706,469,8,1
rappas,13706,1457,8,1
bb,13024,1462,8,1
dc,13024,550,8,1
rappas,13024,1702,8,1
bb,13728,1223,8,1
dc,13728,562,8,1
rappas,13728,1610,8,1
bb,10658,983,8,1
dc,10658,427,8,1
rappas,10658,1227,8,1
bb,12299,1123,8,1
dc,12299,445,8,1
rappas,12299,1403,8,1
bb,14333,1146,8,1
dc,14333,522,8,1
rappas,14333,1623,8,1
bb,12178,1332,8,1
dc,12178,425,8,1
rappas,12178,1401,8,1
bb,14617,1129,8,1
dc,14617,531,8,1
rappas,14617,1788,8,1
bb,15124,1414,8,1
dc,15124,545,8,1
rappas,15124,1813,8,1
bb,11334,961,8,1
dc,11334,424,8,1
rappas,11334,1206,8,1
bb,17366,1370,8,1
dc,17366,685,8,1
rappas,17366,1602,8,1
bb,13033,982,8,1
dc,13033,462,8,1
rappas,13033,1281,8,1
bb,13975,1100,8,1
dc,13975,508,8,1
rappas,13975,1517,8,1
bb,14001,1360,8,1
dc,14001,499,8,1
rappas,14001,1728,8,1
bb,13741,1507,8,1
dc,13741,605,8,1
rappas,13741,1472,8,1
bb,8793,1186,8,1
dc,8793,334,8,1
rappas,8793,1053,8,1
bb,10638,1053,8,1
dc,10638,419,8,1
rappas,10638,1340,8,1
bb,15280,1215,8,1
dc,15280,522,8,1
rappas,15280,1687,8,1
bb,11399,901,8,1
dc,11399,421,8,1
rappas,11399,1135,8,1
bb,17489,1564,8,1
dc,17489,664,8,1
rappas,17489,2439,8,1
bb,12568,1072,8,1
dc,12568,520,8,1
rappas,12568,1310,8,1
bb,14522,1574,8,1
dc,14522,535,8,1
rappas,14522,1706,8,1
bb,18399,1486,8,1
dc,18399,648,8,1
rappas,18399,2086,8,1
bb,15318,1290,8,1
dc,15318,514,8,1
rappas,15318,1616,8,1
bb,14667,1305,8,1
dc,14667,524,8,1
rappas,14667,1697,8,1
bb,13748,1611,8,1
dc,13748,522,8,1
rappas,13748,1802,8,1
bb,14330,1128,8,1
dc,14330,917,8,1
rappas,14330,1450,8,1
bb,22454,1882,8,1
dc,22454,935,8,1
rappas,22454,2468,8,1
bb,18450,1601,8,1
dc,18450,686,8,1
rappas,18450,2051,8,1
bb,17726,1474,8,1
dc,17726,600,8,1
rappas,17726,1787,8,1
bb,15083,1056,8,1
dc,15083,512,8,1
rappas,15083,1503,8,1
bb,14944,1427,8,1
dc,14944,713,8,1
rappas,14944,1763,8,1
bb,14548,1441,8,1
dc,14548,550,8,1
rappas,14548,1562,8,1
bb,12030,1154,8,1
dc,12030,450,8,1
rappas,12030,1441,8,1
bb,13861,1139,8,1
dc,13861,463,8,1
rappas,13861,1456,8,1
bb,14200,1396,8,1
dc,14200,552,8,1
rappas,14200,1611,8,1
bb,10147,917,8,1
dc,10147,338,8,1
rappas,10147,1151,8,1
bb,18018,1449,8,1
dc,18018,646,8,1
rappas,18018,1994,8,1
bb,17162,1442,8,1
dc,17162,567,8,1
rappas,17162,1860,8,1
bb,14098,1328,8,1
dc,14098,523,8,1
rappas,14098,1572,8,1
bb,16716,1226,8,1
dc,16716,591,8,1
rappas,16716,1542,8,1
bb,12787,1173,8,1
dc,12787,465,8,1
rappas,12787,1412,8,1
bb,12825,1309,8,1
dc,12825,518,8,1
rappas,12825,1570,8,1
bb,15018,1655,8,1
dc,15018,672,8,1
rappas,15018,1808,8,1
bb,18609,1454,8,1
dc,18609,680,8,1
rappas,18609,1921,8,1
bb,16798,1676,8,1
dc,16798,645,8,1
rappas,16798,1959,8,1
bb,13639,1181,8,1
dc,13639,522,8,1
rappas,13639,1573,8,1
bb,10834,1332,8,1
dc,10834,483,8,1
rappas,10834,1343,8,1
bb,16192,1398,8,1
dc,16192,698,8,1
rappas,16192,1783,8,1
bb,14708,1403,8,1
dc,14708,636,8,1
rappas,14708,1629,8,1
bb,16101,1214,8,1
dc,16101,548,8,1
rappas,16101,1569,8,1
bb,14818,1295,8,1
dc,14818,553,8,1
rappas,14818,1524,8,1
bb,13646,1171,8,1
dc,13646,511,8,1
rappas,13646,1406,8,1
bb,19966,1629,8,1
dc,19966,643,8,1
rappas,19966,2289,8,1
bb,13715,1509,8,1
dc,13715,473,8,1
rappas,13715,1665,8,1
bb,12257,1186,8,1
dc,12257,426,8,1
rappas,12257,1502,8,1
bb,15086,1209,8,1
dc,15086,530,8,1
rappas,15086,1716,8,1
bb,17940,1452,8,1
dc,17940,623,8,1
rappas,17940,1984,8,1
bb,9322,779,8,1
dc,9322,317,8,1
rappas,9322,1016,8,1
bb,14331,1132,8,1
dc,14331,535,8,1
rappas,14331,1575,8,1
bb,17297,1514,8,1
dc,17297,619,8,1
rappas,17297,1794,8,1
bb,11950,1280,8,1
dc,11950,517,8,1
rappas,11950,1472,8,1
bb,12930,1006,8,1
dc,12930,453,8,1
rappas,12930,1384,8,1
bb,14524,1085,8,1
dc,14524,523,8,1
rappas,14524,1509,8,1
bb,13876,1494,8,1
dc,13876,481,8,1
rappas,13876,1766,8,1
bb,17409,1299,8,1
dc,17409,629,8,1
rappas,17409,1713,8,1
bb,13372,1288,8,1
dc,13372,536,8,1
rappas,13372,1491,8,1
bb,13241,1122,8,1
dc,13241,497,8,1
rappas,13241,1362,8,1
bb,13017,1076,8,1
dc,13017,457,8,1
rappas,13017,1409,8,1
bb,16922,1300,8,1
dc,16922,586,8,1
rappas,16922,1866,8,1
bb,14461,1721,8,1
dc,14461,558,8,1
rappas,14461,1702,8,1
bb,9086,759,8,1
dc,9086,297,8,1
rappas,9086,980,8,1
bb,11118,1073,8,1
dc,11118,401,8,1
rappas,11118,1342,8,1
bb,14021,1153,8,1
dc,14021,476,8,1
rappas,14021,1541,8,1
bb,13544,1156,8,1
dc,13544,451,8,1
rappas,13544,1385,8,1
bb,15545,1257,8,1
dc,15545,523,8,1
rappas,15545,1777,8,1
bb,12656,1189,8,1
dc,12656,474,8,1
rappas,12656,1513,8,1
bb,13175,1166,8,1
dc,13175,490,8,1
rappas,13175,1486,8,1
bb,14860,1255,8,1
dc,14860,550,8,1
rappas,14860,1614,8,1
bb,18152,1591,8,1
dc,18152,692,8,1
rappas,18152,2154,8,1
bb,15604,1523,8,1
dc,15604,539,8,1
rappas,15604,1849,8,1
bb,15408,1609,8,1
dc,15408,544,8,1
rappas,15408,1742,8,1
bb,14773,1329,8,1
dc,14773,533,8,1
rappas,14773,1699,8,1
bb,15560,1286,8,1
dc,15560,493,8,1
rappas,15560,1676,8,1
bb,12525,1042,8,1
dc,12525,521,8,1
rappas,12525,1334,8,1
bb,17682,1767,8,1
dc,17682,772,8,1
rappas,17682,2124,8,1
bb,11968,1178,8,1
dc,11968,444,8,1
rappas,11968,1725,8,1
bb,14246,1237,8,1
dc,14246,510,8,1
rappas,14246,1549,8,1
bb,13760,1295,8,1
dc,13760,535,8,1
rappas,13760,1481,8,1
bb,17555,1486,8,1
dc,17555,627,8,1
rappas,17555,2370,8,1
bb,10553,1392,8,1
dc,10553,533,8,1
rappas,10553,1398,8,1
bb,13186,1303,8,1
dc,13186,575,8,1
rappas,13186,1496,8,1
bb,10339,1150,8,1
dc,10339,439,8,1
rappas,10339,1376,8,1
bb,12492,1152,8,1
dc,12492,533,8,1
rappas,12492,1419,8,1
bb,10059,1040,8,1
dc,10059,342,8,1
rappas,10059,1276,8,1
bb,14862,1208,8,1
dc,14862,490,8,1
rappas,14862,1609,8,1
bb,14116,1366,8,1
dc,14116,621,8,1
rappas,14116,1565,8,1
bb,9175,850,8,1
dc,9175,306,8,1
rappas,9175,1000,8,1
bb,18604,1438,8,1
dc,18604,627,8,1
rappas,18604,1835,8,1
bb,11845,1074,8,1
dc,11845,437,8,1
rappas,11845,1309,8,1
bb,17926,1388,8,1
dc,17926,563,8,1
rappas,17926,1731,8,1
bb,16173,1350,8,1
dc,16173,681,8,1
rappas,16173,1633,8,1
bb,15640,1265,8,1
dc,15640,492,8,1
rappas,15640,1524,8,1
bb,14892,1413,8,1
dc,14892,535,8,1
